torque,tool_wear,air_temperature,rotational_speed,process_temperature,type_enc,machine_failure
37.3,31,299.6,1602,309.2,1,0
54.1,81,300.3,1359,311.6,2,0
32.8,92,297.3,1625,308.5,2,0
51.8,90,303.7,1363,312.1,1,1
59.2,121,300.7,1329,311.9,0,0
21.7,56,300.5,1887,311.9,1,0
55.1,63,297.4,1355,308.0,2,0
34.0,94,303.7,1487,312.2,1,0
38.0,68,299.0,1637,310.2,0,0
33.5,2,297.3,1553,308.2,1,0
31.8,217,303.1,1657,311.3,1,0
70.5,234,302.8,1262,312.3,2,1
23.4,225,299.6,1867,309.2,2,1
57.4,122,297.6,1379,308.1,2,0
58.3,35,298.2,1306,308.1,1,0
44.4,96,301.4,1536,310.7,0,0
53.2,159,302.2,1334,310.6,1,1
53.2,69,301.5,1416,310.7,2,0
55.4,217,299.1,1398,309.8,1,1
62.8,22,301.9,1286,310.4,1,1
55.4,217,299.1,1398,309.8,1,1
46.4,217,300.8,1490,311.7,1,0
32.9,69,303.0,1601,311.2,1,0
33.0,109,301.0,1601,312.2,1,0
32.2,17,297.5,1713,308.2,2,0
30.4,218,302.3,1710,310.9,2,1
59.2,153,302.1,1454,311.2,1,1
48.2,166,302.1,1379,310.1,2,1
41.6,62,298.8,1441,309.9,1,0
42.9,212,297.2,1513,308.5,1,0
15.3,98,298.4,2153,309.5,1,1
40.0,61,297.4,1343,308.4,1,0
33.1,16,303.6,1689,312.8,2,0
47.9,201,300.2,1392,310.1,1,0
46.6,37,301.4,1502,310.1,1,0
56.0,130,300.1,1340,309.3,1,0
39.7,34,297.5,1490,308.4,0,0
35.3,47,299.0,1575,309.0,2,0
27.8,181,303.8,1838,312.7,1,0
53.6,164,303.0,1335,311.3,2,1
39.7,72,298.7,1465,309.9,1,0
61.2,189,300.8,1405,310.1,1,1
40.6,207,300.9,1403,310.7,0,0
29.1,145,300.5,1663,309.8,1,1
50.6,220,297.4,1369,308.4,1,1
31.8,217,298.7,1589,309.8,1,0
42.8,11,296.2,1451,307.3,2,0
49.7,155,300.6,1446,310.4,1,0
66.7,12,298.5,1294,309.5,1,1
57.2,20,301.0,1375,310.8,1,0
31.9,42,299.0,1622,308.9,1,0
60.7,119,298.4,1421,308.7,2,1
48.2,166,302.1,1379,310.1,2,1
60.7,119,298.4,1421,308.7,2,1
43.2,143,300.9,1477,310.7,1,0
57.2,67,302.6,1359,310.4,1,1
55.1,187,302.5,1349,310.4,1,1
34.7,39,298.2,1618,308.1,1,0
53.8,8,303.2,1351,311.4,1,1
54.8,44,304.2,1411,313.4,2,0
51.3,51,303.4,1295,311.7,1,1
66.7,205,302.3,1333,311.4,1,1
39.9,12,297.7,1575,308.9,1,0
62.0,42,303.3,1315,311.8,1,1
50.8,170,298.0,1313,308.6,1,0
32.7,19,301.8,1666,310.3,2,0
35.0,205,304.4,1509,313.7,1,1
48.7,4,299.2,1387,309.1,1,0
36.9,179,298.6,1464,309.4,2,0
44.6,49,301.5,1417,310.0,2,0
38.4,132,302.4,1493,311.8,1,0
26.0,197,300.4,1802,311.0,1,0
44.5,15,296.9,1343,308.0,1,0
45.8,58,296.6,1504,307.4,1,0
63.9,19,298.1,1420,308.2,2,1
16.7,128,297.5,2033,308.0,2,0
69.4,52,303.4,1337,312.2,1,1
32.5,154,300.4,1596,311.5,1,0
22.9,165,300.2,1906,309.9,0,0
36.8,198,297.8,1533,309.8,1,0
28.2,189,300.8,1680,309.7,2,0
35.3,73,301.0,1472,311.3,1,0
60.6,44,299.3,1305,308.5,2,0
42.7,64,300.1,1426,310.1,0,0
31.4,192,298.2,1544,307.9,1,0
35.8,140,297.2,1580,307.9,1,0
36.5,121,301.4,1616,310.7,1,0
53.0,208,303.4,1401,311.8,1,1
53.0,208,303.4,1401,311.8,1,1
42.2,143,302.4,1520,311.1,1,0
65.2,136,300.3,1381,311.2,2,1
51.1,138,298.9,1301,308.4,1,0
63.9,20,301.4,1259,309.9,1,1
50.4,220,299.2,1378,308.5,1,1
44.6,163,298.5,1563,308.2,0,0
54.6,131,299.7,1417,309.3,1,0
40.6,66,302.3,1549,311.2,1,0
25.7,85,302.2,1863,311.5,2,0
36.9,231,300.4,1613,310.2,2,0
51.5,231,300.5,1417,309.3,1,1
66.3,42,298.5,1301,308.2,1,1
51.2,6,302.7,1349,310.6,2,1
34.4,68,299.7,1608,309.2,2,0
32.1,37,300.5,1655,309.4,2,0
46.4,37,301.8,1383,310.8,1,0
48.8,71,298.7,1435,309.8,2,0
35.4,178,299.8,1560,311.3,1,0
45.7,99,298.7,1393,309.7,1,0
36.9,134,297.5,1514,308.6,1,0
46.9,113,297.8,1405,307.5,2,0
62.0,47,299.3,1325,309.3,1,0
48.7,21,300.7,1470,309.5,2,0
32.6,124,299.4,1627,308.8,1,0
31.4,86,301.3,1608,310.7,1,0
35.9,104,302.1,1603,311.4,1,0
35.9,215,303.4,1521,312.0,1,1
63.9,20,301.4,1259,309.9,1,1
50.3,11,302.1,1447,311.2,1,0
15.0,19,298.9,2384,308.2,1,0
40.5,222,297.4,1475,308.3,1,1
44.8,2,297.5,1436,308.9,2,0
45.4,138,297.6,1414,308.6,2,0
45.2,40,300.1,1470,311.3,1,0
49.9,19,300.6,1485,310.1,1,0
57.7,19,302.7,1398,310.7,1,0
45.0,158,298.0,1385,307.6,1,0
25.9,8,297.4,1749,308.1,1,0
51.6,12,302.2,1368,310.1,2,1
67.8,197,302.7,1263,310.5,1,1
63.7,92,301.4,1368,310.7,2,1
43.2,62,301.9,1525,310.8,1,0
44.5,117,301.5,1396,310.5,1,0
40.6,147,300.1,1446,311.4,1,0
25.4,88,301.4,1758,311.1,2,0
41.1,167,301.6,1517,310.4,1,0
8.0,15,301.5,2760,310.9,1,1
47.1,101,298.4,1433,308.6,1,0
21.0,59,298.5,2011,309.4,0,0
55.9,55,300.1,1326,309.2,1,0
42.3,132,300.6,1495,310.1,1,0
50.2,119,300.5,1406,310.0,2,0
30.4,151,301.3,1576,311.0,1,0
37.8,214,299.7,1494,309.3,0,0
30.9,58,302.8,1682,312.2,1,0
27.9,35,298.2,1780,308.7,1,0
40.9,23,304.2,1442,313.0,0,0
38.2,44,297.3,1452,308.2,2,0
9.8,65,303.4,2706,312.6,2,1
51.3,42,303.7,1437,312.8,1,0
63.2,45,300.6,1367,309.4,2,1
54.8,70,300.4,1435,309.9,1,0
44.2,23,298.4,1559,310.0,1,0
53.3,212,298.7,1354,309.8,1,1
44.2,196,298.3,1486,308.4,2,0
29.1,170,301.1,1711,311.1,1,0
29.3,162,298.3,1584,308.6,1,0
54.6,61,302.4,1358,310.1,2,1
39.0,103,297.0,1537,308.1,1,0
28.8,186,298.2,1651,309.1,2,0
47.7,70,302.3,1507,311.2,2,0
49.3,52,298.0,1443,308.7,1,0
38.4,68,300.6,1503,309.6,2,0
62.3,100,296.6,1386,307.7,0,1
45.5,2,297.4,1472,308.3,1,0
67.6,194,302.4,1338,311.0,1,1
35.5,164,300.4,1675,309.6,2,0
40.4,19,299.7,1462,310.3,0,0
62.0,199,296.8,1289,308.1,1,1
38.4,146,299.1,1471,310.5,1,0
34.4,228,302.6,1629,311.5,0,1
48.4,130,302.3,1366,310.9,0,1
45.9,85,301.7,1421,311.3,1,0
19.6,148,298.8,2098,310.0,1,0
45.8,125,301.4,1533,311.0,1,0
42.8,125,298.4,1515,308.0,1,0
12.2,100,301.1,2636,310.7,2,1
44.8,20,300.5,1370,311.9,2,0
28.0,44,303.7,1694,313.0,1,0
43.5,53,299.2,1415,308.4,2,0
44.2,142,302.2,1357,311.6,0,0
31.1,83,301.6,1746,309.9,2,0
58.2,110,302.0,1336,310.4,1,1
28.0,168,299.1,1791,310.6,0,0
56.7,203,297.7,1373,308.5,1,1
24.2,54,301.9,1799,310.9,1,0
68.2,172,298.6,1361,308.2,1,1
19.3,24,297.3,1935,308.3,0,0
50.9,69,303.4,1316,311.8,2,1
49.7,210,297.2,1431,308.1,1,1
30.0,54,297.5,1674,308.3,0,0
35.3,153,300.9,1636,310.9,2,0
49.2,11,298.9,1328,308.2,2,0
44.4,155,299.8,1496,309.1,2,0
40.1,89,296.8,1565,307.7,1,0
51.1,161,303.7,1335,312.7,1,0
46.3,100,301.8,1441,310.6,0,0
51.5,185,299.3,1289,308.7,2,0
45.3,233,301.8,1442,309.7,1,1
49.3,206,301.2,1433,311.7,1,0
58.6,123,298.8,1374,309.7,1,0
46.3,210,302.1,1376,310.7,2,1
52.7,134,302.3,1321,310.1,1,1
46.3,203,298.5,1385,309.5,1,1
48.1,32,303.3,1350,311.3,1,1
49.6,135,298.7,1430,308.4,2,0
35.3,113,297.2,1576,308.3,1,0
15.4,207,299.3,2280,309.2,1,0
47.6,246,300.6,1380,309.4,0,1
45.4,164,300.4,1508,311.7,2,0
41.0,109,295.9,1412,306.6,1,0
34.6,150,301.0,1575,310.9,2,0
40.5,222,297.4,1475,308.3,1,1
26.3,177,298.6,1705,308.2,1,0
57.3,147,302.0,1280,309.8,0,1
50.9,200,303.4,1366,311.8,1,1
25.6,200,297.8,1871,308.9,1,1
52.2,40,302.8,1312,310.9,1,1
53.6,218,299.3,1384,308.6,1,1
53.6,194,302.5,1451,310.4,2,0
38.5,124,300.4,1523,309.6,1,0
41.0,101,297.7,1488,308.3,0,0
48.2,65,303.0,1374,311.2,1,1
67.2,18,300.8,1322,311.4,1,1
35.3,156,301.6,1561,310.4,1,0
11.4,26,303.6,2659,312.8,2,1
36.5,4,300.5,1577,311.6,2,0
27.6,54,302.2,1771,310.9,2,0
52.9,11,303.1,1452,311.2,1,0
20.1,142,298.6,1842,309.8,1,0
34.4,124,301.0,1563,310.4,1,0
36.2,166,302.4,1503,310.2,1,0
36.3,45,297.3,1504,308.3,1,0
49.4,173,301.3,1378,310.6,2,0
38.4,49,301.0,1578,310.9,1,0
44.3,208,301.7,1441,311.0,1,1
32.2,65,297.6,1709,309.5,2,0
54.1,147,299.5,1333,309.3,1,0
15.3,98,298.4,2153,309.5,1,1
33.2,0,299.9,1525,309.2,0,0
45.4,70,296.8,1420,307.9,1,0
40.9,2,299.8,1480,309.4,1,0
49.1,135,298.1,1379,307.8,1,0
71.6,31,297.9,1336,309.8,1,1
39.7,196,300.2,1427,311.4,2,0
53.3,212,298.7,1354,309.8,1,1
43.9,149,296.9,1423,307.9,1,0
69.4,52,303.4,1337,312.2,1,1
68.2,172,298.6,1361,308.2,1,1
44.5,66,301.0,1510,310.9,2,0
50.6,148,302.5,1329,310.2,1,1
35.1,24,302.2,1539,311.4,2,0
37.6,69,301.9,1603,310.4,1,0
34.0,179,302.2,1728,311.1,2,0
45.9,184,297.3,1297,308.6,1,0
36.6,21,295.5,1641,306.0,2,0
37.5,15,298.5,1564,308.2,2,0
46.0,119,301.3,1516,310.7,1,0
51.0,142,300.9,1372,312.4,1,0
49.9,72,298.2,1477,308.4,1,0
67.5,20,299.1,1320,308.8,1,1
30.5,234,300.4,1671,310.2,2,1
42.2,40,300.2,1406,309.1,2,0
31.3,221,300.8,1681,311.7,1,0
42.8,104,300.4,1440,309.7,2,0
25.1,14,300.4,1818,310.5,1,0
35.4,158,299.8,1572,309.2,1,0
43.1,115,302.3,1444,311.3,2,0
41.2,149,298.3,1507,307.9,1,0
18.0,99,301.4,2137,310.6,1,0
63.9,20,301.4,1259,309.9,1,1
54.9,126,301.9,1376,310.4,1,1
3.8,57,298.3,2886,308.0,1,1
50.5,131,301.8,1395,310.6,1,0
58.2,163,298.9,1348,310.0,2,0
59.9,205,303.8,1365,313.0,1,1
35.1,75,296.4,1596,307.5,0,0
51.8,90,303.7,1363,312.1,1,1
42.8,153,297.3,1430,308.7,0,0
49.2,134,302.2,1346,310.6,2,1
36.8,159,301.4,1550,310.6,1,0
42.7,58,298.9,1375,309.3,0,0
50.3,231,302.0,1383,310.8,1,1
5.8,215,301.8,2825,310.2,1,1
28.9,179,299.7,1685,309.2,2,1
37.1,160,300.3,1605,311.1,1,0
35.2,23,301.4,1568,310.7,1,0
37.5,203,299.3,1542,308.4,2,1
54.9,69,301.0,1296,310.9,1,0
22.3,211,299.5,1873,310.8,1,0
27.5,128,299.8,1739,309.5,1,0
65.3,192,300.8,1312,309.9,1,1
62.3,100,296.6,1386,307.7,0,1
48.4,178,303.9,1433,313.0,1,0
62.9,134,299.4,1446,308.7,1,1
48.0,104,301.3,1458,310.6,1,0
40.4,172,300.6,1455,310.0,1,0
62.7,142,302.0,1386,309.7,2,1
40.9,211,302.7,1446,310.5,1,1
25.7,123,300.0,1790,310.5,2,0
47.5,75,297.6,1383,308.6,1,0
24.0,235,299.1,1838,310.3,2,0
36.6,7,298.9,1576,308.3,1,0
49.9,17,298.6,1439,310.1,1,0
69.0,105,296.7,1258,307.8,2,1
49.2,134,302.2,1346,310.6,2,1
40.3,103,300.6,1425,309.4,1,0
42.8,169,297.1,1467,308.0,1,0
56.8,216,298.0,1362,308.3,1,1
46.6,19,300.8,1383,310.3,1,0
71.6,31,297.9,1336,309.8,1,1
37.3,176,303.0,1526,311.1,2,0
54.6,94,300.6,1401,311.0,2,0
32.1,197,302.3,1648,311.7,1,0
68.6,85,301.9,1331,310.6,1,1
24.0,173,298.8,1890,309.6,1,0
48.8,229,299.1,1435,310.1,1,1
28.5,74,295.9,1575,306.4,1,0
50.5,6,297.5,1401,308.5,2,0
24.3,68,298.4,1666,309.4,2,0
52.4,154,302.3,1374,311.9,0,0
39.5,147,302.5,1507,310.5,1,0
42.6,107,301.0,1488,312.3,1,0
37.2,215,297.5,1505,308.4,2,0
24.0,17,302.9,1924,312.5,2,0
59.9,120,300.7,1251,309.5,1,0
59.1,88,302.1,1326,310.6,2,1
12.8,125,298.1,2567,307.7,1,1
52.1,213,302.7,1450,312.2,1,1
33.9,82,298.3,1528,308.1,1,0
45.5,53,302.4,1331,310.2,1,1
21.6,168,301.0,1822,310.9,1,0
33.3,191,298.2,1639,308.3,2,0
55.6,215,295.6,1372,306.1,1,1
31.0,209,298.2,1511,307.6,1,1
42.0,111,297.4,1412,308.3,1,0
61.2,200,297.0,1316,307.8,1,1
76.6,3,300.4,1200,311.6,1,1
63.9,19,298.1,1420,308.2,2,1
42.4,112,297.5,1480,308.1,2,0
48.5,180,301.9,1374,309.9,1,1
20.9,77,302.4,1905,311.1,1,0
46.5,9,303.9,1393,313.2,1,0
38.4,92,303.5,1607,312.8,1,0
36.2,8,302.0,1563,311.0,1,0
27.7,50,298.8,1741,309.9,2,0
49.3,93,303.5,1344,311.9,1,1
72.0,151,297.5,1334,308.1,2,1
50.0,104,298.8,1442,309.6,1,0
66.3,42,298.5,1301,308.2,1,1
32.8,206,301.7,1644,311.1,1,0
47.2,168,299.8,1427,310.9,0,0
45.3,205,299.7,1412,309.2,2,0
45.4,96,298.3,1356,309.4,1,0
54.1,171,298.8,1387,309.4,1,0
40.0,140,301.0,1454,311.6,2,0
47.2,193,301.3,1504,310.4,1,0
53.4,110,298.2,1411,307.8,2,0
12.5,64,300.1,2579,311.3,1,1
61.0,186,297.8,1327,307.3,1,1
53.2,43,297.4,1369,308.5,1,0
53.6,119,300.8,1376,312.6,1,0
46.4,13,297.6,1355,308.6,1,0
41.7,119,298.4,1484,309.5,2,0
66.3,42,298.5,1301,308.2,1,1
38.6,177,299.0,1523,309.1,1,0
43.8,218,302.5,1496,311.5,0,0
27.7,23,302.0,1725,311.3,2,0
44.2,76,301.3,1436,310.6,1,0
63.7,92,301.4,1368,310.7,2,1
44.5,49,300.8,1481,309.5,2,0
44.8,200,300.3,1412,309.2,1,0
45.7,164,301.6,1452,310.4,2,0
51.2,175,300.4,1495,311.3,1,0
29.1,152,299.9,1638,310.3,1,0
42.7,241,302.8,1416,312.3,2,0
60.6,90,302.0,1263,310.5,1,1
35.5,69,302.6,1598,311.9,1,0
52.2,40,302.8,1312,310.9,1,1
17.3,227,302.0,2143,310.8,1,0
34.9,185,302.9,1530,312.3,1,0
39.1,47,297.5,1557,308.5,0,0
30.4,218,302.3,1710,310.9,2,1
45.1,168,302.4,1351,310.2,1,1
20.6,130,303.3,1968,312.5,1,0
36.4,120,301.8,1543,311.1,0,0
62.5,200,304.0,1363,312.9,1,1
37.4,37,302.2,1538,311.4,2,0
32.1,116,300.8,1583,311.1,2,0
49.8,94,302.2,1347,311.2,2,0
37.8,157,297.5,1530,308.8,1,0
45.7,153,296.9,1466,307.8,1,0
49.3,93,303.5,1344,311.9,1,1
55.0,25,302.7,1275,310.8,0,1
30.8,12,303.6,1701,312.8,1,0
56.9,47,301.7,1447,310.6,1,0
33.4,186,297.4,1620,308.8,1,0
20.2,131,303.8,1919,312.7,2,0
48.1,12,301.7,1435,310.2,1,0
23.4,181,298.2,1785,307.9,1,0
47.0,214,298.4,1471,308.2,1,0
38.5,57,299.3,1413,308.5,1,0
48.9,63,297.6,1398,308.4,2,0
44.9,108,299.9,1480,311.4,2,0
54.8,54,303.4,1287,312.3,1,0
35.8,206,296.9,1549,307.8,0,1
31.4,0,301.3,1665,310.0,1,0
40.4,174,295.6,1569,306.0,1,0
54.9,58,299.1,1329,310.5,1,0
35.0,55,298.8,1501,308.6,1,0
43.2,139,297.6,1502,308.3,1,0
37.7,180,300.3,1567,311.8,1,0
39.0,204,301.5,1535,310.5,1,0
49.2,52,302.1,1391,311.4,1,0
45.7,144,302.4,1372,310.5,2,1
22.1,108,297.6,1958,309.4,1,0
51.6,126,295.6,1435,306.2,2,0
48.1,32,303.3,1350,311.3,1,1
40.6,109,300.9,1555,312.6,2,0
49.7,5,301.5,1417,310.8,1,0
42.4,145,300.3,1448,309.5,2,0
51.3,124,296.0,1392,306.6,2,0
67.2,18,300.8,1322,311.4,1,1
36.4,56,297.4,1497,308.5,2,0
28.9,123,298.0,1654,307.6,1,0
65.7,191,298.9,1410,309.0,1,1
54.0,86,302.5,1307,310.2,1,1
34.4,158,297.3,1592,308.7,1,0
47.7,24,300.5,1403,310.5,0,0
45.7,144,298.6,1505,309.8,1,0
44.6,87,300.3,1404,309.6,1,0
67.6,194,302.4,1338,311.0,1,1
55.0,25,302.7,1275,310.8,0,1
50.6,148,302.5,1329,310.2,1,1
33.0,181,301.4,1578,310.6,1,0
49.3,116,301.1,1470,310.8,1,0
9.3,18,296.9,2721,307.5,1,1
62.4,113,300.8,1342,309.4,2,1
42.3,92,300.1,1535,311.3,1,0
45.3,135,302.9,1556,311.1,1,0
37.5,203,299.3,1542,308.4,2,1
47.1,115,301.5,1359,310.7,2,0
50.9,69,303.4,1316,311.8,2,1
29.1,46,302.5,1642,312.0,2,0
43.0,50,299.2,1529,308.4,2,0
71.8,149,300.2,1255,311.0,1,1
32.8,4,298.8,1678,310.5,2,0
41.4,123,301.5,1458,311.1,1,0
63.9,19,298.1,1420,308.2,2,1
31.6,189,301.6,1632,310.9,1,0
51.5,231,300.5,1417,309.3,1,1
37.9,183,297.1,1529,308.2,2,0
29.5,27,300.3,1709,311.6,1,0
56.5,98,297.8,1383,307.8,1,0
33.3,85,301.4,1647,310.5,1,0
32.3,167,300.4,1685,309.7,2,0
20.3,186,297.2,1989,307.9,1,0
55.6,67,303.3,1412,311.5,1,0
42.5,183,303.7,1466,312.6,1,0
50.3,193,297.9,1393,308.1,1,0
40.1,219,303.1,1435,311.2,1,0
30.0,53,298.1,1634,309.9,1,0
36.0,39,298.2,1498,308.8,1,0
18.5,144,297.6,2071,308.2,0,0
43.8,182,301.4,1421,310.5,0,0
43.9,30,296.8,1472,307.4,2,0
54.0,119,302.3,1363,311.8,2,1
30.4,33,298.3,1645,308.8,1,0
34.5,139,301.7,1563,311.2,2,0
37.7,210,297.1,1506,308.1,2,0
28.4,202,297.1,1726,308.4,1,0
68.6,85,301.9,1331,310.6,1,1
45.1,219,303.3,1301,311.6,1,1
56.3,203,299.1,1367,310.0,1,1
41.9,140,301.5,1447,310.6,2,0
55.3,166,298.9,1284,309.6,2,0
46.3,137,297.4,1500,308.9,2,0
55.5,101,302.5,1356,310.9,0,1
50.4,2,297.6,1278,309.6,0,0
47.7,88,302.3,1405,311.2,2,0
10.8,84,302.6,2676,310.2,2,1
49.9,133,295.6,1446,306.2,1,0
24.4,151,299.9,1802,311.3,1,0
58.7,123,298.5,1364,309.6,2,0
24.2,132,303.3,1827,312.6,0,0
48.8,229,299.1,1435,310.1,1,1
13.9,205,301.8,2372,310.1,2,1
55.1,187,302.5,1349,310.4,1,1
41.3,140,297.3,1548,308.8,2,0
31.2,154,302.6,1718,311.4,2,0
29.0,235,302.0,1615,310.8,1,1
37.3,181,297.1,1502,308.4,2,0
30.6,171,300.6,1750,310.7,1,0
12.8,125,298.1,2567,307.7,1,1
31.3,200,297.8,1700,309.7,2,0
51.8,216,301.6,1380,310.7,1,1
12.2,100,301.1,2636,310.7,2,1
55.2,20,302.7,1305,310.4,0,1
43.1,20,303.2,1475,311.2,0,0
44.1,96,297.0,1489,308.1,1,0
32.4,100,301.9,1653,310.3,0,0
54.8,253,302.6,1454,312.3,2,1
38.3,54,303.6,1575,313.0,1,0
29.5,133,302.5,1700,311.5,1,0
12.8,81,300.4,2563,309.9,0,1
36.1,126,298.9,1603,310.2,2,0
50.3,231,302.0,1383,310.8,1,1
54.0,44,303.4,1307,311.4,2,1
47.5,3,296.7,1400,307.8,1,0
44.0,67,302.3,1360,310.9,2,1
38.8,96,302.5,1532,311.9,2,0
42.4,218,300.7,1407,310.6,2,0
36.9,143,302.8,1469,312.2,2,0
29.1,14,300.9,1708,310.8,1,0
45.5,53,302.4,1331,310.2,1,1
72.8,159,300.5,1324,309.8,0,1
66.7,205,302.3,1333,311.4,1,1
33.1,68,298.7,1566,310.2,1,0
61.2,47,301.7,1331,310.2,1,1
28.9,82,300.0,1735,309.5,0,0
58.3,123,302.9,1452,311.0,0,0
52.5,98,298.3,1457,307.8,2,0
47.6,75,300.6,1472,310.9,1,0
56.8,194,303.7,1359,312.7,1,1
12.1,31,301.9,2691,311.0,1,1
34.4,73,298.2,1693,309.4,2,0
12.8,127,297.5,2564,308.3,1,1
53.8,228,299.0,1371,310.4,1,1
46.3,173,299.4,1372,310.5,1,0
59.1,88,302.1,1326,310.6,2,1
49.8,143,300.2,1331,311.4,1,0
24.3,97,300.1,1809,310.6,1,0
27.3,81,300.7,1670,312.3,0,0
29.1,23,301.9,1657,311.2,1,0
15.3,98,298.4,2153,309.5,1,1
62.8,22,301.9,1286,310.4,1,1
37.0,174,298.3,1593,308.4,1,0
37.3,160,298.3,1528,308.4,1,0
40.9,162,298.3,1430,309.1,0,0
47.0,98,302.2,1375,311.3,2,0
47.7,191,297.0,1436,307.9,1,0
40.6,99,300.6,1410,309.4,1,0
27.5,29,299.8,1633,309.4,1,0
65.9,203,298.7,1181,309.8,1,1
9.7,2,302.7,2709,311.6,2,1
39.0,129,301.1,1534,312.3,1,0
48.5,15,300.2,1530,310.2,1,0
47.7,20,301.9,1419,310.9,2,1
36.6,46,302.6,1566,312.3,2,0
21.9,101,302.2,1931,311.3,2,0
9.8,65,303.4,2706,312.6,2,1
41.3,67,297.3,1472,308.4,1,0
32.5,115,300.3,1617,311.6,2,0
54.9,187,301.5,1389,310.5,1,0
32.8,65,298.1,1616,308.1,1,0
49.8,177,297.5,1417,308.8,1,0
31.6,66,302.5,1688,310.3,1,0
73.6,49,301.1,1312,310.4,1,1
39.4,0,297.4,1571,308.4,1,0
51.2,6,302.7,1349,310.6,2,1
35.5,175,298.8,1593,308.6,1,0
35.4,186,300.9,1598,310.6,1,0
60.7,119,298.4,1421,308.7,2,1
46.1,70,301.4,1381,310.6,1,0
36.9,159,301.3,1512,310.9,2,0
39.9,137,303.7,1469,313.0,2,0
48.2,39,298.8,1384,309.6,2,0
59.3,163,299.9,1280,309.6,1,0
23.1,159,302.1,1866,311.5,2,0
11.4,71,303.7,2663,312.0,2,1
62.0,42,303.3,1315,311.8,1,1
48.3,162,296.2,1414,307.0,1,0
35.1,138,297.8,1512,308.4,0,0
49.7,37,300.3,1293,310.4,2,0
45.3,58,298.9,1561,310.0,2,0
31.5,123,300.7,1596,309.8,1,0
55.4,188,297.9,1410,309.9,2,0
45.7,41,300.2,1466,309.8,2,0
58.5,55,302.5,1326,310.3,1,1
68.2,111,301.7,1284,309.8,2,1
31.8,25,299.0,1544,309.0,1,0
39.2,54,297.4,1389,308.5,1,0
34.6,51,297.4,1535,308.3,2,0
60.0,93,302.6,1369,311.0,1,1
72.8,159,300.5,1324,309.8,0,1
30.5,176,300.2,1603,311.7,1,0
53.6,94,301.3,1387,310.6,1,0
57.3,154,298.9,1387,308.5,1,0
50.9,69,303.4,1316,311.8,2,1
34.6,207,298.6,1637,309.8,1,0
62.7,142,302.0,1386,309.7,2,1
3.8,57,298.3,2886,308.0,1,1
45.7,178,299.9,1419,310.4,1,0
71.8,149,300.2,1255,311.0,1,1
55.4,217,299.1,1398,309.8,1,1
67.3,67,298.2,1313,307.9,1,1
52.1,107,300.7,1312,311.0,1,0
50.2,71,300.2,1397,311.7,2,0
68.2,187,302.6,1227,311.6,2,1
37.6,25,296.2,1516,307.0,2,0
41.8,153,299.9,1413,311.3,0,0
44.5,179,300.2,1464,311.8,1,0
44.3,195,303.8,1448,312.5,2,0
44.1,103,301.1,1428,310.5,1,0
37.1,58,300.7,1562,311.3,2,0
41.5,189,296.6,1406,307.4,0,0
42.9,24,302.3,1383,310.1,0,0
48.5,78,300.6,1438,310.7,1,1
73.6,49,301.1,1312,310.4,1,1
25.6,200,297.8,1871,308.9,1,1
29.9,201,299.3,1636,308.8,1,0
31.7,39,297.6,1617,308.3,1,0
40.8,6,298.6,1481,309.0,2,0
40.9,87,297.7,1479,308.9,0,0
31.8,23,298.5,1615,309.3,2,0
53.2,189,298.9,1469,310.1,2,0
15.1,89,298.4,2304,309.0,1,0
45.7,144,302.4,1372,310.5,2,1
26.3,9,302.7,1686,310.6,1,0
76.2,89,295.8,1235,306.3,2,1
59.1,118,297.4,1324,308.6,1,0
67.6,194,302.4,1338,311.0,1,1
50.1,31,303.7,1461,312.9,1,0
10.7,86,298.2,2678,308.5,2,1
36.7,118,301.5,1589,310.5,1,0
62.5,200,304.0,1363,312.9,1,1
8.8,142,298.9,2737,310.2,1,1
21.8,135,300.0,1932,309.3,2,0
49.1,226,299.0,1365,310.4,1,1
35.4,114,298.0,1588,307.8,0,0
51.5,126,302.2,1355,310.6,2,1
56.8,107,298.2,1360,309.0,0,0
36.3,209,302.0,1414,309.7,1,0
16.2,218,298.6,2271,309.8,1,1
55.9,143,300.5,1370,309.8,2,0
58.5,55,302.5,1326,310.3,1,1
39.6,144,301.5,1486,310.4,2,0
49.1,23,300.1,1362,309.7,1,0
58.7,129,297.8,1226,309.4,2,0
28.9,17,297.3,1665,308.4,2,0
47.3,71,300.6,1378,310.2,1,0
11.4,71,303.7,2663,312.0,2,1
52.1,30,300.2,1331,310.3,1,0
55.9,79,298.0,1393,309.0,2,0
45.1,6,302.1,1355,310.0,2,1
31.6,197,297.2,1611,308.5,2,0
33.1,209,300.4,1553,311.8,2,1
53.6,185,303.7,1433,312.5,1,0
13.9,205,301.8,2372,310.1,2,1
54.6,61,302.4,1358,310.1,2,1
60.0,186,299.7,1313,309.6,2,0
43.0,189,302.5,1463,310.5,1,0
41.1,208,299.7,1483,309.1,1,0
45.2,40,298.8,1439,309.9,0,1
55.5,101,302.5,1356,310.9,0,1
46.7,150,297.6,1460,308.7,1,0
53.6,207,299.1,1329,308.8,1,1
33.3,170,298.8,1693,309.6,2,0
12.5,64,300.1,2579,311.3,1,1
19.8,189,300.5,1994,309.9,2,0
37.1,168,303.0,1627,312.4,0,0
42.8,30,299.7,1440,310.2,2,0
3.8,57,298.3,2886,308.0,1,1
42.4,107,296.8,1474,307.5,1,0
28.6,158,300.3,1676,311.1,1,0
